
Rank;Global Rank;Institution;Country;Sector
539;707;Shandong University of Technology;CHN;Higher educ.
539;707;Xinjiang Medical University *;CHN;Higher educ.
539;707;Chongqing University of Post and Telecommunications;CHN;Higher educ.
539;707;Huaibei Normal University;CHN;Higher educ.
539;707;Ecole Nationale Veterinaire, Agroalimentaire et de l'Alimentation de Nantes-Atlantique *;FRA;Higher educ.
539;707;Tanta University;EGY;Higher educ.
539;707;Universitat Kassel;DEU;Higher educ.
539;707;Wuhan Institute of Technology;CHN;Higher educ.
539;707;University of Dayton;USA;Higher educ.
540;708;Universidade Federal do Maranhao;BRA;Higher educ.
540;708;Universidad Bernardo O'Higgins;CHL;Higher educ.
540;708;Dong-Eui University;KOR;Higher educ.
540;708;University of Dhaka;BGD;Higher educ.
540;708;Fujian Normal University;CHN;Higher educ.
540;708;Jiangxi Agricultural University;CHN;Higher educ.
540;708;Universite de La Rochelle *;FRA;Higher educ.
540;708;Dalian University *;CHN;Higher educ.
540;708;Medical University of Kerman;IRN;Higher educ.
540;708;Bharathidasan University;IND;Higher educ.
540;708;Universite de Technologie de Belfort-Montbeliard *;FRA;Higher educ.
540;708;Institute for Advanced Studies in Basic Sciences;IRN;Higher educ.
541;709;Universidad de Burgos;ESP;Higher educ.
541;709;Aja University of Medical Sciences;IRN;Higher educ.
541;709;Firat University;TUR;Higher educ.
541;709;Universidad Catolica del Maule;CHL;Higher educ.
541;709;Universidad Autonoma de Coahuila *;MEX;Higher educ.
541;709;Oberlin College;USA;Higher educ.
541;709;Yantai University;CHN;Higher educ.
541;709;Universidade de Franca;BRA;Higher educ.
541;709;Universidade de Caxias do Sul;BRA;Higher educ.
541;709;Universidade do Estado de Santa Catarina;BRA;Higher educ.
541;709;University of Colorado, Colorado Springs;USA;Higher educ.
542;710;Yildiz Technical University;TUR;Higher educ.
542;710;The Islamia University of Bahawalpur;PAK;Higher educ.
542;710;American University;USA;Higher educ.
542;710;Slovak University of Agriculture in Nitra;SVK;Higher educ.
542;710;Halmstad University College;SWE;Higher educ.
542;710;Universidad Catolica del Norte;CHL;Higher educ.
542;710;National Institute of Mental Health and Neuro Sciences;IND;Higher educ.
542;710;Universidad Catolica de Temuco;CHL;Higher educ.
542;710;Universidade Estadual do Norte Fluminense Darcy Ribeiro;BRA;Higher educ.
542;710;Gorgan University of Agriculture and Natural Resources;IRN;Higher educ.
542;710;University of Sarajevo;BIH;Higher educ.
542;710;Visva-Bharati University;IND;Higher educ.
542;710;Universidad de Cartagena;COL;Higher educ.
542;710;Universidade Ceuma;BRA;Higher educ.
542;710;Tunghai University;TWN;Higher educ.
542;710;Suez University;EGY;Higher educ.
542;710;Universidad de Caldas;COL;Higher educ.
542;710;Guangzhou University of Traditional Chinese Medicine *;CHN;Higher educ.
542;710;University of Minnesota, Duluth;USA;Higher educ.
543;711;Universita degli Studi del Sannio;ITA;Higher educ.
543;711;Menoufia University;EGY;Higher educ.
543;711;Jiangsu University of Science and Technology;CHN;Higher educ.
543;711;Universidad Autonoma de Queretaro;MEX;Higher educ.
543;711;Amrita University;IND;Higher educ.
543;711;Sahmyook University;KOR;Higher educ.
543;711;Deutsche Sporthochschule Koln;DEU;Higher educ.
543;711;Jamia Millia Islamia Central University;IND;Higher educ.
543;711;Hubei Normal University;CHN;Higher educ.
543;711;Florida Institute of Technology;USA;Higher educ.
543;711;Universidad Nacional de Cuyo *;ARG;Higher educ.
543;711;Royal Military College of Canada;CAN;Higher educ.
543;711;Mid Sweden University;SWE;Higher educ.
543;711;Bauhaus-Universitat Weimar;DEU;Higher educ.
543;711;Shandong University of Traditional Chinese Medicine *;CHN;Higher educ.
543;711;Universidad Autonoma de Chihuahua;MEX;Higher educ.
543;711;Anhui University of Science and Technology;CHN;Higher educ.
543;711;Villanova University;USA;Higher educ.
543;711;Hochschule Munchen;DEU;Higher educ.
543;711;University of Mosul;IRQ;Higher educ.
544;712;University of Isfahan;IRN;Higher educ.
544;712;University of San Diego;USA;Higher educ.
544;712;Lakehead University;CAN;Higher educ.
544;712;Jiamusi University *;CHN;Higher educ.
544;712;Cankaya University;TUR;Higher educ.
544;712;Syiah Kuala University;IDN;Higher educ.
544;712;University of Agder;NOR;Higher educ.
544;712;Jawaharlal Nehru University;IND;Higher educ.
544;712;Universita Commerciale Luigi Bocconi;ITA;Higher educ.
544;712;Hongik University;KOR;Higher educ.
544;712;Universidade Federal do Amapa;BRA;Higher educ.
544;712;Tokyo University of Technology;JPN;Higher educ.
544;712;Kumoh National Institute of Technology;KOR;Higher educ.
544;712;Anadolu University;TUR;Higher educ.
544;712;University of Venda;ZAF;Higher educ.
544;712;Kashan University of Medical Sciences and Health Services;IRN;Higher educ.
545;713;Indian Institute of Technology, Indore;IND;Higher educ.
545;713;Universidad Nacional de Quilmes;ARG;Higher educ.
545;713;Rhodes University;ZAF;Higher educ.
545;713;Istanbul Medipol University *;TUR;Higher educ.
545;713;Universite de Yaounde I;CMR;Higher educ.
545;713;Indian Institute of Technology, Varanasi;IND;Higher educ.
545;713;Universidade Federal do Triangulo Mineiro;BRA;Higher educ.
545;713;University of the Sunshine Coast;AUS;Higher educ.
545;713;Fundacao Universidade Federal do Rio Grande;BRA;Higher educ.
545;713;Haverford College in Pennsylvania;USA;Higher educ.
545;713;University of Baghdad;IRQ;Higher educ.
545;713;Dublin Institute For Advanced Studies;IRL;Higher educ.
545;713;Universidade Federal dos Vales do Jequitinhonha e Mucuri;BRA;Higher educ.
546;714;Jilin Agricultural University;CHN;Higher educ.
546;714;University of Arid Agriculture;PAK;Higher educ.
546;714;Universidade Federal de Campina Grande;BRA;Higher educ.
546;714;University of Bedfordshire;GBR;Higher educ.
546;714;Ecole Centrale de Nantes *;FRA;Higher educ.
546;714;University of Nottingham Malaysia Campus;MYS;Higher educ.
546;714;Universidad del Atlantico;COL;Higher educ.
546;714;Integral University;IND;Higher educ.
546;714;Universidad Alberto Hurtado;CHL;Higher educ.
546;714;Ilia State University;GEO;Higher educ.
546;714;Damascus University;SYR;Higher educ.
546;714;Universidade Tecnologica Federal do Parana;BRA;Higher educ.
547;715;Instituto Superior de Psicologia Aplicada;PRT;Higher educ.
547;715;Military University of Technology;POL;Higher educ.
547;715;Taibah University;SAU;Higher educ.
547;715;Showa Pharmaceutical University;JPN;Higher educ.
547;715;Ural Federal University;RUS;Higher educ.
547;715;University of South Florida-Saint Petersburg;USA;Higher educ.
547;715;Universidad Autonoma de Guerrero;MEX;Higher educ.
547;715;Pontificia Universidade Catolica de Sao Paulo;BRA;Higher educ.
547;715;Universidad Autonoma de Tamaulipas;MEX;Higher educ.
547;715;Lincoln University, Lincoln;NZL;Higher educ.
547;715;University of Nova Gorica;SVN;Higher educ.
547;715;University of Malaysia, Perlis;MYS;Higher educ.
547;715;University of Michigan, Dearborn;USA;Higher educ.
547;715;University of North Bengal;IND;Higher educ.
547;715;Qom University;IRN;Higher educ.
547;715;Brawijaya University;IDN;Higher educ.
547;715;Technical University of Kosice;SVK;Higher educ.
547;715;Benha University;EGY;Higher educ.
548;716;Zanjan University of Medical Sciences;IRN;Higher educ.
548;716;University of the Pacific;USA;Higher educ.
548;716;University of Fukui *;JPN;Higher educ.
548;716;Beijing Technology and Business University;CHN;Higher educ.
548;716;Technical University of Malaysia, Melaka;MYS;Higher educ.
548;716;Universite Polytechnique des Hauts-de-France *;FRA;Higher educ.
548;716;Vietnam National University, Hanoi;VNM;Higher educ.
548;716;St. Francis Xavier University;CAN;Higher educ.
548;716;Universidade Estadual de Santa Cruz;BRA;Higher educ.
548;716;United States Naval Academy;USA;Higher educ.
548;716;Kyoto Institute of Technology;JPN;Higher educ.
548;716;Roskilde University;DNK;Higher educ.
548;716;Josip Juraj Strossmayer University of Osijek;HRV;Higher educ.
548;716;University of Nottingham China Campus;CHN;Higher educ.
548;716;Amherst College;USA;Higher educ.
548;716;University of Khartoum *;SDN;Higher educ.
548;716;Constantine the Philosopher University in Nitra;SVK;Higher educ.
548;716;Government College University, Faisalabad;PAK;Higher educ.
548;716;Qom University of Medical Sciences;IRN;Higher educ.
548;716;King Faisal University;SAU;Higher educ.
549;717;Pontificia Universidad Catolica del Ecuador;ECU;Higher educ.
549;717;Universidad Nacional de Mar del Plata *;ARG;Higher educ.
549;717;University Centre in Svalbard;NOR;Higher educ.
549;717;Bergen University College;NOR;Higher educ.
549;717;Hokkaido University of Health Sciences;JPN;Higher educ.
549;717;Universidad Politecnica de Cartagena *;ESP;Higher educ.
549;717;Mount Allison University;CAN;Higher educ.
549;717;University of Montenegro;MNE;Higher educ.
549;717;London Business School;GBR;Higher educ.
549;717;University of Shiga Prefecture;JPN;Higher educ.
549;717;Wichita State University;USA;Higher educ.
549;717;Slovak University of Technology;SVK;Higher educ.
549;717;University of Louisiana, Lafayette;USA;Higher educ.
549;717;University of Ibadan;NGA;Higher educ.
549;717;Islamic Azad University, Khomeinishahr;IRN;Higher educ.
549;717;Istituto Universitario di Studi Superiori Pavia;ITA;Higher educ.
549;717;Universidade Estacio de Sa;BRA;Higher educ.
549;717;Universidade Federal Rural do Semi-Arido;BRA;Higher educ.
549;717;Universidad de Sonora;MEX;Higher educ.
549;717;Okayama University of Science;JPN;Higher educ.
549;717;Osaka Medical College *;JPN;Higher educ.
549;717;Hamadan University of Medical Sciences and Health Services;IRN;Higher educ.
549;717;Santa Clara University;USA;Higher educ.
549;717;University of Richmond;USA;Higher educ.
549;717;Universidade Estadual do Oeste do Parana;BRA;Higher educ.
549;717;University of Ontario Institute of Technology;CAN;Higher educ.
549;717;Pedagogical University of Kielce;POL;Higher educ.
549;717;Universidade do Estado da Bahia;BRA;Higher educ.
549;717;Jordan University of Science and Technology;JOR;Higher educ.
549;717;Zhejiang Gongshang University;CHN;Higher educ.
549;717;Estonian University of Life Sciences;EST;Higher educ.
550;718;Sant Gadge Baba Amravati University;IND;Higher educ.
550;718;Southern Taiwan University of Science and Technology;TWN;Higher educ.
550;718;The Catholic University of America;USA;Higher educ.
550;718;Dumlupinar University;TUR;Higher educ.
550;718;University of Sulaimani;IRQ;Higher educ.
550;718;Mount Holyoke College;USA;Higher educ.
550;718;Slovak Medical University in Bratislava;SVK;Higher educ.
550;718;Pontificia Universidad Catolica del Peru;PER;Higher educ.
550;718;Dokkyo Medical University *;JPN;Higher educ.
550;718;Yunnan Agricultural University;CHN;Higher educ.
550;718;University of Babylon;IRQ;Higher educ.
550;718;Ecole Nationale Superieur de Mecaniques et des MicroTechniques *;FRA;Higher educ.
551;719;Pace University;USA;Higher educ.
551;719;University of Nairobi;KEN;Higher educ.
551;719;Moi University;KEN;Higher educ.
551;719;Trent University;CAN;Higher educ.
551;719;Jomo Kenyatta University of Agriculture and Technology;KEN;Higher educ.
551;719;London Metropolitan University;GBR;Higher educ.
551;719;King Georges Medical University;IND;Higher educ.
551;719;Universidad Autonoma de Yucatan;MEX;Higher educ.
551;719;Universidade da Regiao de Joinville;BRA;Higher educ.
551;719;University of Nebraska, Omaha;USA;Higher educ.
551;719;Tokushima Bunri University;JPN;Higher educ.
551;719;Toyohashi University of Technology;JPN;Higher educ.
551;719;Bond University;AUS;Higher educ.
551;719;Urmia University of Medical Sciences;IRN;Higher educ.
551;719;Tribhuvan University *;NPL;Higher educ.
551;719;Jilin Normal University;CHN;Higher educ.
551;719;Egerton University;KEN;Higher educ.
551;719;Providence University;TWN;Higher educ.
551;719;Fairfield University;USA;Higher educ.
551;719;Universitat Internacional de Catalunya ;ESP;Higher educ.
551;719;Tabuk University;SAU;Higher educ.
551;719;National Pingtung University of Science and Technology;TWN;Higher educ.
551;719;Technische Universitat Clausthal;DEU;Higher educ.
551;719;Central European University;HUN;Higher educ.
551;719;Deustuko Unibertsitatea;ESP;Higher educ.
551;719;Mahatma Gandhi University;IND;Higher educ.
551;719;National Ilan University;TWN;Higher educ.
552;720;Indian Statistical Institute;IND;Higher educ.
552;720;Ondokuz Mayis University *;TUR;Higher educ.
552;720;Setsunan University;JPN;Higher educ.
552;720;National Chi Nan University;TWN;Higher educ.
552;720;Central Queensland University;AUS;Higher educ.
552;720;Selcuk University *;TUR;Higher educ.
552;720;Purdue University North Central;USA;Higher educ.
552;720;University of Agriculture in Krakow;POL;Higher educ.
552;720;Payame Noor University;IRN;Higher educ.
552;720;University of Science and Technology of Suzhou;CHN;Higher educ.
552;720;Universidad Autonoma de Chile;CHL;Higher educ.
552;720;Nirma University;IND;Higher educ.
552;720;University of Malakand;PAK;Higher educ.
552;720;The New School;USA;Higher educ.
552;720;Universidad Nacional de San Luis *;ARG;Higher educ.
552;720;University of Pardubice;CZE;Higher educ.
552;720;Universidade do Oeste Paulista;BRA;Higher educ.
552;720;Universita degli Studi di Teramo;ITA;Higher educ.
552;720;Sanaa University;YEM;Higher educ.
553;721;Tadeusz Kosciuszko Cracow University of Technology;POL;Higher educ.
553;721;Centro Universitario de la Defensa;ESP;Higher educ.
553;721;Imam Khomeini International University;IRN;Higher educ.
553;721;University of Colombo;LKA;Higher educ.
553;721;Universite de la Reunion;REU;Higher educ.
553;721;University of Mysore;IND;Higher educ.
553;721;California State University, Northridge;USA;Higher educ.
553;721;University of Defence;CZE;Higher educ.
553;721;Institut Francais de Mecanique Avancee *;FRA;Higher educ.
553;721;National Changhua University of Education;TWN;Higher educ.
553;721;Universidade Federal de Ouro Preto;BRA;Higher educ.
553;721;Thammasat University;THA;Higher educ.
553;721;Meijo University;JPN;Higher educ.
553;721;Universidade Federal de Rondonia;BRA;Higher educ.
553;721;Helwan University Cairo;EGY;Higher educ.
553;721;The University of Suwon;KOR;Higher educ.
553;721;Universitat Trier;DEU;Higher educ.
553;721;VSB-Technical University of Ostrava;CZE;Higher educ.
553;721;University of Massachusetts, Dartmouth;USA;Higher educ.
553;721;Henan Polytechnic University;CHN;Higher educ.
553;721;Khulna University;BGD;Higher educ.
554;722;Daegu University;KOR;Higher educ.
554;722;Texas State University, San Marcos;USA;Higher educ.
554;722;Balamand University;LBN;Higher educ.
554;722;Karlstad University;SWE;Higher educ.
554;722;Carol Davila University of Medicine and Pharmacy;ROU;Higher educ.
554;722;University College of Medical Sciences;IND;Higher educ.
554;722;Indira Gandhi Medical College;IND;Higher educ.
554;722;Universidad Central de Venezuela;VEN;Higher educ.
554;722;Tinbergen Institute;NLD;Higher educ.
554;722;University of Limpopo;ZAF;Higher educ.
554;722;Napier University;GBR;Higher educ.
554;722;Universidad CES *;COL;Higher educ.
554;722;Universiti Sultan Zainal Abidin;MYS;Higher educ.
554;722;Razi University;IRN;Higher educ.
555;723;Charles Darwin University;AUS;Higher educ.
555;723;Hanseo University;KOR;Higher educ.
555;723;Islamic Science University of Malaysia;MYS;Higher educ.
555;723;Staffordshire University;GBR;Higher educ.
555;723;Najran University;SAU;Higher educ.
555;723;Dicle University *;TUR;Higher educ.
555;723;Hanoi University of Science and Technology;VNM;Higher educ.
555;723;University of Agriculture;PAK;Higher educ.
555;723;Reed College;USA;Higher educ.
555;723;Bahauddin Zakariya University;PAK;Higher educ.
555;723;Celal Bayar University *;TUR;Higher educ.
555;723;Feng Chia University;TWN;Higher educ.
555;723;Ardabil University of Medical Sciences;IRN;Higher educ.
555;723;Universidade do Vale do Rio dos Sinos;BRA;Higher educ.
555;723;University of Pannonia;HUN;Higher educ.
556;724;Shahed University;IRN;Higher educ.
556;724;University of Fort Hare;ZAF;Higher educ.
556;724;Prince Mohammad Bin Fahd University;SAU;Higher educ.
556;724;University of Regina;CAN;Higher educ.
556;724;Dalarna University College;SWE;Higher educ.
556;724;Kansai University;JPN;Higher educ.
556;724;University of Szczecin;POL;Higher educ.
556;724;Kocaeli University *;TUR;Higher educ.
556;724;Western Washington University;USA;Higher educ.
556;724;University of Chemical Technology and Metallurgy;BGR;Higher educ.
556;724;University of Kashan;IRN;Higher educ.
556;724;Southern Cross University;AUS;Higher educ.
556;724;Airlangga university;IDN;Higher educ.
556;724;Tokyo University of Marine Science and Technology;JPN;Higher educ.
556;724;Universidad Autonoma de Ciudad Juarez;MEX;Higher educ.
556;724;Bahcesehir University *;TUR;Higher educ.
556;724;Xinjiang University;CHN;Higher educ.
556;724;North Maharashtra University;IND;Higher educ.
556;724;Reykjavik University;ISL;Higher educ.
557;725;Technological Educational Institute of Crete;GRC;Higher educ.
557;725;King Khalid University;SAU;Higher educ.
557;725;Universitas Negeri Sebelas Maret;IDN;Higher educ.
557;725;Gaziantep University *;TUR;Higher educ.
557;725;University of Hyogo;JPN;Higher educ.
557;725;Universidad Autonoma del Estado de Morelos;MEX;Higher educ.
557;725;Bangalore University;IND;Higher educ.
557;725;Loyola College;IND;Higher educ.
557;725;Sohag University;EGY;Higher educ.
557;725;Universidad Santo Tomas, Chile;CHL;Higher educ.
557;725;Universita IUAV di Venezia;ITA;Higher educ.
557;725;Guilin University of Technology;CHN;Higher educ.
557;725;University of Malaysia, Sabah;MYS;Higher educ.
557;725;Jianghan University;CHN;Higher educ.
557;725;Sokoine University of Agriculture;TZA;Higher educ.
557;725;Clark University;USA;Higher educ.
557;725;Universite de Tunis El Manar;TUN;Higher educ.
557;725;University at Texas Rio Grande Valley;USA;Higher educ.
557;725;University of Prishtina, Prishtina;XKX;Higher educ.
557;725;Samara University;RUS;Higher educ.
557;725;Universidade Estadual de Goias;BRA;Higher educ.
558;726;North University of China;CHN;Higher educ.
558;726;University of Guilan;IRN;Higher educ.
558;726;Jawaharlal Institute of Postgraduate Medical Education and Research;IND;Higher educ.
558;726;Universidade de Pernambuco;BRA;Higher educ.
558;726;Universitat St. Gallen;CHE;Higher educ.
558;726;Bowling Green State University;USA;Higher educ.
558;726;Kwansei Gakuin University;JPN;Higher educ.
558;726;Bard College;USA;Higher educ.
558;726;University of Malaysia, Sarawak;MYS;Higher educ.
558;726;Ecole des Hautes Etudes en Sciences Sociales *;FRA;Higher educ.
558;726;Universidade da Madeira;PRT;Higher educ.
558;726;Universidad del Bio-Bio;CHL;Higher educ.
558;726;Norwegian School of Economics;NOR;Higher educ.
558;726;University of Derby;GBR;Higher educ.
558;726;Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences;IND;Higher educ.
558;726;Sri Venkateswara University;IND;Higher educ.
558;726;Technical University of Crete;GRC;Higher educ.
558;726;Stockholm School of Economics;SWE;Higher educ.
558;726;Universidad Cooperativa de Colombia;COL;Higher educ.
558;726;Universidade do Vale do Itajai;BRA;Higher educ.
558;726;Universitat Koblenz-Landau;DEU;Higher educ.
558;726;Arkansas State University;USA;Higher educ.
558;726;Claremont McKenna College;USA;Higher educ.
558;726;Universiti Brunei Darussalam;BRN;Higher educ.
558;726;Sichuan Normal University;CHN;Higher educ.
559;727;Sardar Patel University;IND;Higher educ.
559;727;TOBB Economics and Technology University *;TUR;Higher educ.
559;727;Bahir Dar University;ETH;Higher educ.
559;727;Guru Gobind Singh Indraprastha University;IND;Higher educ.
559;727;Hainan Medical University *;CHN;Higher educ.
559;727;Hebei University;CHN;Higher educ.
559;727;Fordham University;USA;Higher educ.
559;727;Universidade do Estado do Amazonas;BRA;Higher educ.
559;727;Taras Shevchenko National University of Kyiv;UKR;Higher educ.
559;727;Wilfrid Laurier University;CAN;Higher educ.
559;727;International Institute of Information Technology, Hyderabad;IND;Higher educ.
559;727;Anhui University of Traditional Chinese Medicine;CHN;Higher educ.
559;727;Czestochowa University of Technology;POL;Higher educ.
559;727;Graphic Era University;IND;Higher educ.
559;727;Prairie View A&M University;USA;Higher educ.
559;727;Mekelle University;ETH;Higher educ.
559;727;Sam Houston State University;USA;Higher educ.
559;727;University of Teesside;GBR;Higher educ.
559;727;University of Sargodha;PAK;Higher educ.
559;727;Pontificia Universidade Catolica do Parana;BRA;Higher educ.
559;727;Universidad del Norte, Barranquilla *;COL;Higher educ.
560;728;Yuzuncu Yil University *;TUR;Higher educ.
560;728;Szent Istvan University;HUN;Higher educ.
560;728;Universidad Europea de Madrid;ESP;Higher educ.
560;728;Anyang Normal University;CHN;Higher educ.
560;728;Universidad Michoacana de San Nicolas de Hidalgo;MEX;Higher educ.
560;728;Sepuluh Nopember Institute of Technology;IDN;Higher educ.
560;728;DePaul University;USA;Higher educ.
560;728;Universidade Federal do Reconcavo da Bahia;BRA;Higher educ.
560;728;Baskent University *;TUR;Higher educ.
560;728;German University in Cairo;EGY;Higher educ.
560;728;Inner Mongolia University;CHN;Higher educ.
560;728;Federal Urdu University of Arts, Science and Technology;PAK;Higher educ.
560;728;Universidad de Carabobo;VEN;Higher educ.
560;728;Universidad Cardenal Herrera CEU;ESP;Higher educ.
560;728;Sunway University College;MYS;Higher educ.
560;728;Alexandru Ioan Cuza University;ROU;Higher educ.
560;728;Universidade Federal do Amazonas;BRA;Higher educ.
560;728;Universite de Buea;CMR;Higher educ.
560;728;Universite de Ngaoundere;CMR;Higher educ.
560;728;Indiana University/Purdue University at Fort Wayne;USA;Higher educ.
560;728;University of Lethbridge;CAN;Higher educ.
560;728;University of Primorska;SVN;Higher educ.
561;729;Universidad de San Martin de Porres;PER;Higher educ.
561;729;Southwest University of Science and Technology;CHN;Higher educ.
561;729;Maharishi Markandeshwar University;IOT;Higher educ.
561;729;Periyar University;IND;Higher educ.
561;729;Gaziosmanpasa University;TUR;Higher educ.
561;729;University of Macedonia;GRC;Higher educ.
561;729;Universidade Federal do Tocantins;BRA;Higher educ.
561;729;Vietnam National University, Ho Chi Minh City;VNM;Higher educ.
561;729;Universidade Eduardo Mondlane;MOZ;Higher educ.
561;729;Fundacao Getulio Vargas;BRA;Higher educ.
561;729;Universidad Nacional del Sur *;ARG;Higher educ.
561;729;Mersin University;TUR;Higher educ.
561;729;Punjabi University;IND;Higher educ.
561;729;Aichi Institute of Technology;JPN;Higher educ.
561;729;Ivane Javakhishvili Tbilisi State University;GEO;Higher educ.
561;729;Universite du Maine *;FRA;Higher educ.
561;729;Indian Institute of Technology, Ropar;IND;Higher educ.
561;729;Instituto Politecnico de Coimbra;PRT;Higher educ.
561;729;Kielce University of Technology;POL;Higher educ.
562;730;Universidad Autonoma del Estado de Hidalgo;MEX;Higher educ.
562;730;Rzeszow University of Technology;POL;Higher educ.
562;730;Kirikkale University *;TUR;Higher educ.
562;730;Karadeniz Technical University;TUR;Higher educ.
562;730;State University of New York, College of Environmental Science and Forestry;USA;Higher educ.
562;730;Gannan Normal University;CHN;Higher educ.
562;730;Zanjan University;IRN;Higher educ.
562;730;University of Hail;SAU;Higher educ.
562;730;Universite Paris Dauphine *;FRA;Higher educ.
562;730;Hengyang Normal University;CHN;Higher educ.
562;730;Prince Sattam Bin Abdulaziz University;SAU;Higher educ.
562;730;Durban University of Technology;ZAF;Higher educ.
562;730;Tumkur University;IND;Higher educ.
562;730;Princess Sumaya University of Technology;JOR;Higher educ.
562;730;Universidade Estadual de Mato Grosso do Sul;BRA;Higher educ.
562;730;Guru Jambheshwar University of Science and Technology;IND;Higher educ.
562;730;Youngstown State University;USA;Higher educ.
562;730;Sree Chitra Tirunal Institute for Medical Sciences and Technology;IND;Higher educ.
562;730;Diponegoro University;IDN;Higher educ.
562;730;Zewail City of Science and Technology;EGY;Higher educ.
562;730;Universite Hassan II;MAR;Higher educ.
562;730;Hainan Normal University;CHN;Higher educ.
562;730;Indian Veterinary Research Institute;IND;Higher educ.
563;731;University of Peradeniya;LKA;Higher educ.
563;731;Universidad de La Serena;CHL;Higher educ.
563;731;Universidade Nove de Julho;BRA;Higher educ.
563;731;St Petersburg Pavlov State Medical University;RUS;Higher educ.
563;731;University of Veterinary and Animal Sciences;PAK;Higher educ.
563;731;Shenyang Agricultural University;CHN;Higher educ.
563;731;Western Michigan University;USA;Higher educ.
563;731;Qazvin University of Medical Sciences;IRN;Higher educ.
563;731;National Kaohsiung Normal University;TWN;Higher educ.
563;731;University of Life Sciences in Lublin;POL;Higher educ.
563;731;Montanuniversitat Leoben;AUT;Higher educ.
563;731;University Tunku Abdul Rahman;MYS;Higher educ.
563;731;Universidade Estadual do Maranhao;BRA;Higher educ.
563;731;Seton Hall University;USA;Higher educ.
564;732;Universidad Veracruzana;MEX;Higher educ.
564;732;Udayana University;IDN;Higher educ.
564;732;Georgia Southern University;USA;Higher educ.
564;732;Universite Saint-Joseph;LBN;Higher educ.
564;732;Universitat Luzern;CHE;Higher educ.
564;732;Zahedan University of Medical Sciences;IRN;Higher educ.
564;732;Ariel University;ISR;Higher educ.
564;732;Acharya Nagarjuna University;IND;Higher educ.
564;732;Universidad de los Andes, Venezuela;VEN;Higher educ.
564;732;Pakistan Institute of Engineering and Applied Sciences;PAK;Higher educ.
564;732;University of Kelaniya;LKA;Higher educ.
564;732;Henan University of Technology;CHN;Higher educ.
564;732;Cheongju University;KOR;Higher educ.
564;732;Universidad Adolfo Ibanez;CHL;Higher educ.
564;732;Trinity University;USA;Higher educ.
564;732;Thapar University;IND;Higher educ.
564;732;Akita Prefectural University;JPN;Higher educ.
564;732;Tianjin University of Commerce China;CHN;Higher educ.
564;732;Yangtze University;CHN;Higher educ.
564;732;University of Kitakyushu;JPN;Higher educ.
565;733;Kafkas University;TUR;Higher educ.
565;733;Universidade Federal do Pampa;BRA;Higher educ.
565;733;Universidad de Guanajuato;MEX;Higher educ.
565;733;Bangladesh Agricultural University;BGD;Higher educ.
565;733;Universidad Nacional de Costa Rica;CRI;Higher educ.
565;733;Skidmore College;USA;Higher educ.
565;733;Beirut Arab University;LBN;Higher educ.
565;733;Universidad de Tarapaca;CHL;Higher educ.
565;733;University of Ruhuna;LKA;Higher educ.
565;733;Universidade Tiradentes;BRA;Higher educ.
565;733;Indian Institute of Technology, Bhubaneswar;IND;Higher educ.
565;733;Guilan University of Medical Sciences;IRN;Higher educ.
565;733;Balikesir University;TUR;Higher educ.
565;733;University of Rwanda;RWA;Higher educ.
565;733;Universidade Regional do Cariri;BRA;Higher educ.
565;733;Universidade Presbiteriana Mackenzie;BRA;Higher educ.
565;733;Islamic Azad University of Lahijan;IRN;Higher educ.
565;733;Shibaura Institute of Technology;JPN;Higher educ.
565;733;University of South China;CHN;Higher educ.
565;733;Osmania University;IND;Higher educ.
566;734;University of Southern Mississippi;USA;Higher educ.
566;734;Andong National University;KOR;Higher educ.
566;734;California Polytechnic State University, San Luis Obispo;USA;Higher educ.
566;734;Universidad Catolica San Antonio de Murcia;ESP;Higher educ.
566;734;Shivaji University;IND;Higher educ.
566;734;Universite de Technologie de Troyes *;FRA;Higher educ.
566;734;University of North Florida;USA;Higher educ.
566;734;Universidade Federal Rural da Amazonia;BRA;Higher educ.
566;734;Tshwane University of Technology;ZAF;Higher educ.
566;734;Universidad Santo Tomas, Colombia;COL;Higher educ.
566;734;Kurdistan University of Medical Sciences;IRN;Higher educ.
566;734;Sakarya University *;TUR;Higher educ.
566;734;Pavol Jozef Safarik University in Kosice;SVK;Higher educ.
566;734;Hochschule fur Angewandte Wissenschaften Hamburg;DEU;Higher educ.
566;734;European University Institute;ITA;Higher educ.
566;734;Colegio de Postgraduados;MEX;Higher educ.
566;734;California State University, Long Beach;USA;Higher educ.
566;734;Qilu University of Technology;CHN;Higher educ.
566;734;Opole University of Technology;POL;Higher educ.
566;734;University of Western Macedonia;GRC;Higher educ.
566;734;Islamic Azad University, Tabriz;IRN;Higher educ.
566;734;Birla Institute of Technology;IND;Higher educ.
566;734;Ss. Cyril and Methodius University of Skopje;MKD;Higher educ.
566;734;National Chiayi University;TWN;Higher educ.
566;734;North West Frontier Province University of Engineering and Technology;PAK;Higher educ.
566;734;Universite Cadi Ayyad;MAR;Higher educ.
566;734;Pazmany Peter Catholic University;HUN;Higher educ.
566;734;Universidade do Estado de Mato Grosso;BRA;Higher educ.
567;735;University of Zilina;SVK;Higher educ.
567;735;Hubei University of Technology;CHN;Higher educ.
567;735;East China Institute of Technology;CHN;Higher educ.
